polygon_number,point_order,longitude,latitude,tractce10,aland10,geom
190,240,-122.37646,37.73825,017902,2720913,POINT (-122.376457999737 37.7382520007293)
61,22,-122.48465,37.74827,032801,587710,POINT (-122.484653999782 37.7482670003218)
85,1068,-122.43245,37.80637,012602,629174,POINT (-122.432448999821 37.8063670005367)
85,1014,-122.43311,37.8059,012602,629174,POINT (-122.433112999865 37.8058990005385)
71,173,-122.44227,37.75658,020402,591639,POINT (-122.442273000499 37.7565750003361)
85,532,-122.43517,37.80705,012602,629174,POINT (-122.435170000295 37.8070450003266)
72,30,-122.44441,37.75657,020401,327213,POINT (-122.444406999983 37.7565680000133)
86,9,-122.44137,37.80113,012601,170683,POINT (-122.441368000133 37.8011260007644)
70,15,-122.40505,37.75819,022704,544608,POINT (-122.405047999765 37.7581890001223)
85,750,-122.43398,37.80666,012602,629174,POINT (-122.433979000231 37.8066610006047)
69,59,-122.41546,37.73216,025701,624487,POINT (-122.415459000532 37.7321640005682)
70,5,-122.40087,37.75719,022704,544608,POINT (-122.40087000045 37.7571850005874)
85,882,-122.43335,37.80627,012602,629174,POINT (-122.433346999864 37.8062700005601)
85,143,-122.44151,37.80719,012602,629174,POINT (-122.441512000478 37.8071860005335)
71,72,-122.44905,37.74708,020402,591639,POINT (-122.449047999965 37.7470750002112)
94,44,-122.36808,37.73828,023103,1255643,POINT (-122.368080000092 37.7382820003141)
85,29,-122.43333,37.80306,012602,629174,POINT (-122.433327999887 37.80305700078)
64,19,-122.46924,37.70823,031302,684760,POINT (-122.469236000141 37.7082320004066)
68,30,-122.40658,37.73214,025702,533460,POINT (-122.406575000036 37.7321410004069)
56,47,-122.48362,37.72302,033204,373362,POINT (-122.483620999809 37.723024000857)
85,865,-122.43373,37.80615,012602,629174,POINT (-122.433726000255 37.8061500004222)
75,5,-122.4524,37.76367,017102,294894,POINT (-122.45239999986 37.7636690001243)
190,93,-122.37364,37.73289,017902,2720913,POINT (-122.373637000047 37.732893000012)
77,9,-122.42192,37.77312,016802,215590,POINT (-122.421915999724 37.7731230008259)
85,867,-122.4337,37.80622,012602,629174,POINT (-122.433701000001 37.8062240002375)
73,2,-122.40296,37.77815,017802,510134,POINT (-122.40296099975 37.778149000576)
69,91,-122.40766,37.73781,025701,624487,POINT (-122.407658000516 37.7378130002698)
190,8,-122.33039,37.78512,017902,2720913,POINT (-122.33038700026 37.785120000088)
85,682,-122.43351,37.80681,012602,629174,POINT (-122.433506000002 37.806807000143)
90,1,-122.41936,37.78403,012202,92784,POINT (-122.419363999849 37.7840290001383)
80,0,-122.43456,37.78415,015801,343641,POINT (-122.434562000136 37.7841520004146)
76,21,-122.44639,37.76223,017101,313382,POINT (-122.446391999791 37.7622320004065)
69,1,-122.40651,37.73524,025701,624487,POINT (-122.40650900059 37.7352420004181)
56,32,-122.48321,37.71759,033204,373362,POINT (-122.48320500041 37.7175850000478)
85,51,-122.44254,37.80705,012602,629174,POINT (-122.442542000313 37.8070450003266)
85,899,-122.4329,37.80633,012602,629174,POINT (-122.432903000073 37.8063260004446)
85,804,-122.43284,37.80649,012602,629174,POINT (-122.432841999958 37.8064920000058)
190,137,-122.37529,37.73355,017902,2720913,POINT (-122.375288999787 37.7335530007704)
70,32,-122.40526,37.76332,022704,544608,POINT (-122.405258000456 37.7633230003563)
85,897,-122.43293,37.80625,012602,629174,POINT (-122.432928000327 37.8062520006294)
81,12,-122.4298,37.79398,013102,237981,POINT (-122.429804000154 37.7939770002384)
56,0,-122.47522,37.72106,033204,373362,POINT (-122.475222000095 37.7210570000805)
85,1031,-122.43356,37.80584,012602,629174,POINT (-122.433556000509 37.8058400005157)
85,710,-122.433,37.80678,012602,629174,POINT (-122.432997999958 37.8067830008349)
190,1,-122.37396,37.73942,017902,2720913,POINT (-122.373960000554 37.7394200006325)
90,18,-122.41809,37.7861,012202,92784,POINT (-122.418088000361 37.7861010003609)
88,54,-122.41734,37.78238,012402,359016,POINT (-122.417338999995 37.7823790004906)
61,0,-122.47603,37.74865,032801,587710,POINT (-122.476032999723 37.7486480008046)
190,225,-122.37488,37.7372,017902,2720913,POINT (-122.374883999997 37.7371990007334)
66,42,-122.44822,37.72126,031202,309328,POINT (-122.448222000545 37.7212620005409)
94,63,-122.36895,37.73782,023103,1255643,POINT (-122.368952999881 37.7378170004542)
61,17,-122.48426,37.74267,032801,587710,POINT (-122.484263999784 37.7426730004586)
82,17,-122.4258,37.79087,013101,172973,POINT (-122.425801999962 37.790874000135)
65,3,-122.46354,37.71793,031301,451685,POINT (-122.463542000163 37.7179300006691)
85,811,-122.43305,37.80653,012602,629174,POINT (-122.433052999796 37.8065290008128)
56,64,-122.47616,37.72074,033204,373362,POINT (-122.476163000322 37.7207420008427)
70,12,-122.40417,37.75753,022704,544608,POINT (-122.404169000599 37.7575300003093)
85,441,-122.43391,37.80746,012602,629174,POINT (-122.433908000554 37.8074580004864)
94,31,-122.37054,37.73815,023103,1255643,POINT (-122.370542000313 37.7381530006605)
58,3,-122.48907,37.74994,032902,504364,POINT (-122.489065999996 37.7499430002693)
87,13,-122.41039,37.78221,012501,135625,POINT (-122.410390999745 37.7822110008371)
68,39,-122.40713,37.73505,025702,533460,POINT (-122.407130000449 37.7350470004188)
88,36,-122.42044,37.78103,012402,359016,POINT (-122.420440000006 37.7810310003804)
94,2,-122.37126,37.73979,023103,1255643,POINT (-122.371264000333 37.7397930007464)
89,3,-122.4155,37.78165,012401,91969,POINT (-122.415504999956 37.7816540003319)
87,30,-122.41114,37.78508,012501,135625,POINT (-122.411140000111 37.7850750007108)
66,30,-122.45165,37.71969,031202,309328,POINT (-122.451646000163 37.7196860007084)
72,52,-122.44791,37.75759,020401,327213,POINT (-122.447914999877 37.7575890003321)
190,193,-122.37593,37.73539,017902,2720913,POINT (-122.375928000477 37.7353850007173)
54,36,-122.47238,37.7825,042602,332541,POINT (-122.472375000106 37.782504000859)
76,48,-122.44241,37.76949,017101,313382,POINT (-122.442411000567 37.7694930007015)
57,46,-122.48316,37.71827,033203,438008,POINT (-122.483159000088 37.7182710002065)
190,52,-122.364,37.81862,017902,2720913,POINT (-122.363996000615 37.8186200008124)
85,633,-122.43369,37.80713,012602,629174,POINT (-122.433687000255 37.8071280005568)
75,0,-122.44912,37.76165,017102,294894,POINT (-122.449120000588 37.7616480004549)
85,971,-122.4335,37.80594,012602,629174,POINT (-122.433495000394 37.8059400006306)
80,11,-122.43707,37.77987,015801,343641,POINT (-122.437071999873 37.7798670006616)
67,10,-122.45012,37.72208,031201,512034,POINT (-122.450117999846 37.7220830006301)
71,174,-122.44222,37.75664,020402,591639,POINT (-122.442219999853 37.7566390005895)
71,5,-122.43898,37.75702,020402,591639,POINT (-122.438977000488 37.7570220002651)
92,0,-122.40879,37.79016,011902,93053,POINT (-122.408786000374 37.7901600004837)
85,1050,-122.43272,37.80572,012602,629174,POINT (-122.432716000443 37.80572200047)
69,23,-122.4115,37.72823,025701,624487,POINT (-122.411504999856 37.7282300008139)
69,77,-122.40858,37.73613,025701,624487,POINT (-122.408581999959 37.7361250006683)
85,196,-122.44169,37.80697,012602,629174,POINT (-122.441690000593 37.8069720005574)
92,2,-122.41208,37.78974,011902,93053,POINT (-122.412076000107 37.7897400000011)
57,63,-122.47525,37.71742,033203,438008,POINT (-122.475252999726 37.7174150003021)
72,16,-122.44222,37.75664,020401,327213,POINT (-122.442219999853 37.7566390005895)
190,208,-122.37574,37.73583,017902,2720913,POINT (-122.375736999763 37.735829000508)
85,137,-122.44141,37.80729,012602,629174,POINT (-122.441405000041 37.8072940001181)
85,115,-122.44111,37.80744,012602,629174,POINT (-122.441105000595 37.807443000694)
190,21,-122.36691,37.82924,017902,2720913,POINT (-122.36690900005 37.829242000518)
79,9,-122.44168,37.77737,015802,170754,POINT (-122.44167800004 37.7773730007634)
87,12,-122.41029,37.78223,012501,135625,POINT (-122.410292000575 37.7822310008601)
85,496,-122.43533,37.80728,012602,629174,POINT (-122.435333999764 37.8072830005101)
94,5,-122.37345,37.73962,023103,1255643,POINT (-122.373453000556 37.7396190008163)
55,9,-122.48152,37.78023,042601,293739,POINT (-122.481515999863 37.7802260001299)
71,137,-122.44578,37.75551,020402,591639,POINT (-122.445782000439 37.7555070005477)
67,59,-122.45711,37.72412,031201,512034,POINT (-122.45710900028 37.7241169999996)
190,161,-122.37515,37.73456,017902,2720913,POINT (-122.375146000388 37.734562000536)
59,28,-122.49121,37.74985,032901,671724,POINT (-122.491212000034 37.749848000385)
64,47,-122.46982,37.71609,031302,684760,POINT (-122.469818000001 37.7160930004916)
85,734,-122.4336,37.80671,012602,629174,POINT (-122.433604000025 37.8067070000281)
94,36,-122.36948,37.73827,023103,1255643,POINT (-122.369475000571 37.7382690006139)
85,1003,-122.43287,37.80593,012602,629174,POINT (-122.432868000258 37.8059280000772)
71,27,-122.44306,37.75153,020402,591639,POINT (-122.443062000011 37.7515280005169)
89,10,-122.41762,37.78378,012401,91969,POINT (-122.417619000317 37.7837780002546)
82,1,-122.42349,37.79561,013101,172973,POINT (-122.423493000502 37.795614000186)
190,13,-122.32888,37.78272,017902,2720913,POINT (-122.328875999828 37.7827230001664)
73,38,-122.40769,37.77932,017802,510134,POINT (-122.407691000239 37.7793180005253)
59,11,-122.49391,37.74225,032901,671724,POINT (-122.493907000208 37.7422490006909)
63,4,-122.4771,37.76346,032601,417958,POINT (-122.477101000411 37.7634550001482)
85,1041,-122.43383,37.80578,012602,629174,POINT (-122.433834999885 37.8057780003545)
67,27,-122.46225,37.71877,031201,512034,POINT (-122.462245000606 37.7187680006427)
63,21,-122.48464,37.76517,032601,417958,POINT (-122.484641000082 37.7651680000033)
85,592,-122.43356,37.80725,012602,629174,POINT (-122.433558000601 37.8072480006948)
69,70,-122.40909,37.73545,025701,624487,POINT (-122.409085999819 37.7354490000714)
57,51,-122.48054,37.71743,033203,438008,POINT (-122.48053500049 37.7174250007632)
73,1,-122.40239,37.7786,017802,510134,POINT (-122.402385000168 37.7786039999747)
85,485,-122.43509,37.80731,012602,629174,POINT (-122.435089000157 37.8073120000488)
87,22,-122.41368,37.78093,012501,135625,POINT (-122.413676000147 37.780927000081)
85,628,-122.43353,37.80715,012602,629174,POINT (-122.433533000348 37.8071470005337)
85,253,-122.43703,37.80743,012602,629174,POINT (-122.437031999827 37.8074330002328)
62,15,-122.47675,37.7579,032602,470713,POINT (-122.476750000412 37.7579040004693)
72,69,-122.44531,37.76188,020401,327213,POINT (-122.44530900021 37.7618800003618)
85,226,-122.441,37.80699,012602,629174,POINT (-122.441003000388 37.8069930006265)
85,369,-122.43532,37.8074,012602,629174,POINT (-122.435324000202 37.8074020006019)
85,413,-122.4341,37.80756,012602,629174,POINT (-122.434098000322 37.807555000463)
59,0,-122.48573,37.74822,032901,671724,POINT (-122.485726999801 37.7482200008524)
85,15,-122.42626,37.80719,012602,629174,POINT (-122.42625700026 37.8071850004874)
62,10,-122.47794,37.75978,032602,470713,POINT (-122.477937000292 37.759784000831)
77,6,-122.4207,37.77401,016802,215590,POINT (-122.420699000259 37.7740080002691)
80,28,-122.43894,37.78345,015801,343641,POINT (-122.438937000442 37.7834500004172)
57,64,-122.47438,37.71751,033203,438008,POINT (-122.474383000075 37.717507000048)
85,786,-122.43331,37.80659,012602,629174,POINT (-122.43330899991 37.8065889999824)
88,8,-122.41626,37.77757,012402,359016,POINT (-122.416260999745 37.7775720000478)
85,110,-122.44124,37.80735,012602,629174,POINT (-122.441241999719 37.8073490008558)
84,9,-122.43005,37.80352,012901,181115,POINT (-122.430045000476 37.8035180004554)
83,23,-122.43168,37.80327,012902,352546,POINT (-122.431679000286 37.8032670005717)
85,345,-122.43568,37.80757,012602,629174,POINT (-122.43568300057 37.8075660000709)
71,59,-122.44856,37.74632,020402,591639,POINT (-122.448562000036 37.7463160002832)
94,20,-122.37307,37.7384,023103,1255643,POINT (-122.373074000165 37.7384040005442)
85,522,-122.43543,37.80693,012602,629174,POINT (-122.43542600041 37.8069290003731)
85,281,-122.43389,37.80779,012602,629174,POINT (-122.433894999954 37.8077940006926)
85,211,-122.44131,37.80696,012602,629174,POINT (-122.441305999972 37.8069590008573)
73,23,-122.41439,37.77216,017802,510134,POINT (-122.414391999891 37.7721580003915)
85,724,-122.43335,37.8068,012602,629174,POINT (-122.433354000187 37.8068040000047)
69,11,-122.40621,37.73349,025701,624487,POINT (-122.406210000291 37.7334870004248)
71,52,-122.44619,37.74684,020402,591639,POINT (-122.446186000184 37.7468430003043)
60,30,-122.47629,37.75238,032802,549701,POINT (-122.476291999976 37.7523790001908)
85,258,-122.43651,37.80752,012602,629174,POINT (-122.436507999944 37.8075200006476)
85,839,-122.43374,37.80644,012602,629174,POINT (-122.433743000139 37.8064390002597)
85,62,-122.4423,37.8068,012602,629174,POINT (-122.442295000614 37.8067970005812)
78,23,-122.42889,37.77275,016801,226847,POINT (-122.428890000273 37.7727539999972)
77,34,-122.42589,37.7746,016802,215590,POINT (-122.425888000331 37.7745990005435)
86,14,-122.44103,37.80386,012601,170683,POINT (-122.441031999927 37.8038580008461)
85,645,-122.43391,37.80709,012602,629174,POINT (-122.433912999885 37.8070880005109)
85,822,-122.4333,37.8065,012602,629174,POINT (-122.433297000256 37.8064980002825)
63,14,-122.48115,37.75964,032601,417958,POINT (-122.48114799998 37.759643000624)
69,34,-122.41874,37.72909,025701,624487,POINT (-122.418744000036 37.7290890008567)
68,20,-122.40953,37.72608,025702,533460,POINT (-122.409527000371 37.726084000776)
85,490,-122.43518,37.80723,012602,629174,POINT (-122.435179999857 37.8072250005334)
71,0,-122.43917,37.75903,020402,591639,POINT (-122.439167000257 37.7590280001422)
59,21,-122.49484,37.74782,032901,671724,POINT (-122.494836999928 37.7478170002544)
82,6,-122.42305,37.79394,013101,172973,POINT (-122.423048999811 37.7939350001002)
190,8,-122.36686,37.82997,017902,2720913,POINT (-122.36686499982 37.8299660006305)
64,0,-122.46086,37.71059,031302,684760,POINT (-122.460858000496 37.7105860001438)
85,954,-122.43382,37.8059,012602,629174,POINT (-122.433818000001 37.8058990005385)
190,180,-122.37532,37.73539,017902,2720913,POINT (-122.375320000318 37.735394000233)
72,74,-122.43949,37.76223,020401,327213,POINT (-122.43949099991 37.762227000176)
61,29,-122.47835,37.75042,032801,587710,POINT (-122.478353999737 37.7504160004981)
66,10,-122.45264,37.71738,031202,309328,POINT (-122.452642000228 37.7173760003022)
94,68,-122.36928,37.73776,023103,1255643,POINT (-122.369279000525 37.7377570003853)
84,24,-122.42462,37.8012,012901,181115,POINT (-122.424623000451 37.8012010006257)
86,4,-122.4373,37.80068,012601,170683,POINT (-122.437300000495 37.8006840001665)
71,169,-122.44328,37.75623,020402,591639,POINT (-122.443275999987 37.7562340007985)
85,458,-122.43434,37.80733,012602,629174,POINT (-122.434340999837 37.8073290008328)
85,677,-122.43363,37.80686,012602,629174,POINT (-122.43362600014 37.8068630000275)
56,37,-122.48478,37.71857,033204,373362,POINT (-122.484778000105 37.7185710005513)
70,8,-122.40307,37.75705,022704,544608,POINT (-122.403074000465 37.7570520007493)
62,20,-122.47874,37.75601,032602,470713,POINT (-122.478743999736 37.7560140005457)
83,8,-122.43075,37.79865,012902,352546,POINT (-122.430747000474 37.7986480007047)
71,108,-122.44873,37.7509,020402,591639,POINT (-122.448730000589 37.750902000427)
68,47,-122.4051,37.73372,025702,533460,POINT (-122.40509600018 37.7337160001933)
85,623,-122.43341,37.80709,012602,629174,POINT (-122.433406999933 37.8070860004186)
85,1105,-122.43036,37.80739,012602,629174,POINT (-122.43036099976 37.8073930001868)
85,298,-122.43443,37.80773,012602,629174,POINT (-122.434425000114 37.8077270003009)
77,10,-122.42194,37.77304,016802,215590,POINT (-122.421940999977 37.7730360004111)
69,94,-122.40691,37.73797,025701,624487,POINT (-122.406911000242 37.7379660001308)
68,35,-122.40653,37.73405,025702,533460,POINT (-122.406532999898 37.734047000169)
63,36,-122.47927,37.7654,032601,417958,POINT (-122.479268000518 37.7653950005788)
58,19,-122.49482,37.7553,032902,504364,POINT (-122.494820000043 37.7553010000412)
70,44,-122.3987,37.76501,022704,544608,POINT (-122.398703000343 37.7650140000961)
74,5,-122.40249,37.77955,017801,214052,POINT (-122.402487000375 37.7795470002939)
71,94,-122.44826,37.75017,020402,591639,POINT (-122.448263999784 37.7501680007527)
85,692,-122.43326,37.80691,012602,629174,POINT (-122.433264000533 37.8069100003963)
85,709,-122.43301,37.80685,012602,629174,POINT (-122.433010000511 37.8068450000968)
71,142,-122.44593,37.75583,020402,591639,POINT (-122.445929000023 37.7558300001544)
91,3,-122.41443,37.78466,012201,92046,POINT (-122.414429999845 37.7846570003204)
85,854,-122.43394,37.80623,012602,629174,POINT (-122.433943000369 37.8062260003297)
73,28,-122.41377,37.77452,017802,510134,POINT (-122.413768999939 37.7745160003132)
64,32,-122.47134,37.71269,031302,684760,POINT (-122.471336999903 37.7126889999974)
85,477,-122.43488,37.80734,012602,629174,POINT (-122.434882000504 37.8073380003485)
76,11,-122.4442,37.76437,017101,313382,POINT (-122.444203000468 37.7643710001216)
76,20,-122.44629,37.76231,017101,313382,POINT (-122.446287000345 37.7623100004063)
85,1009,-122.433,37.80586,012602,629174,POINT (-122.433001000096 37.8058590004925)
73,33,-122.41051,37.77709,017802,510134,POINT (-122.410506000551 37.7770920003956)
72,37,-122.44455,37.75643,020401,327213,POINT (-122.444545000052 37.7564300008439)
85,660,-122.43408,37.80683,012602,629174,POINT (-122.434084999723 37.8068320003965)
85,1018,-122.43322,37.80589,012602,629174,POINT (-122.433216000118 37.8058850007922)
85,771,-122.43367,37.80654,012602,629174,POINT (-122.43367000037 37.806542000513)
